RNCP1884/RNCP38559/RNCP39796;8493
RNCP18916/RNCP39187;9580
RNCP18936/RNCP38849;8916
RNCP18989/RNCP36539;9294
RNCP1899/RNCP36237;6354
RNCP1901/RNCP37277;9672
RNCP19114/RNCP39133;6827
RNCP19117;7817
RNCP19118/RNCP39809;6914
RNCP19132/RNCP38573;9450
RNCP19164/RNCP37344;5065
RNCP19175;5850
RNCP19182/RNCP38120;8560
RNCP19185/RNCP36512/RNCP37790;7960
RNCP19194/RNCP36156;11046
RNCP19207/RNCP37523;8020
RNCP19222;7801
RNCP19251;8216
RNCP19276;8407
RNCP19292/RNCP37905;8983
RNCP193/RNCP36804;5697
RNCP1932;6794
RNCP19361/RNCP37338;12273
RNCP19369;7500
RNCP19406/RNCP38083;11337
RNCP19418/RNCP37059/RNCP39763;8956
RNCP19527;8858
RNCP19542;7710
RNCP19545/RNCP36619;7300
RNCP19615;9740
RNCP1964;8742
RNCP19727/RNCP38327;8845
RNCP1974;7785
RNCP1981/RNCP38373;11320
RNCP1989;10093
RNCP20047;8756
RNCP2007/RNCP39910;9526
RNCP20122;7560
RNCP20138;7507
RNCP202/RNCP37397;9600
RNCP20236;8100
RNCP20334/RNCP38517;6937
RNCP20434/RNCP38896;8450
RNCP20443/RNCP37651;7307
RNCP20508/RNCP39601;8000
RNCP20612;10195
RNCP20623;10000
RNCP20640;5663
RNCP20643;8681
RNCP20646;6760
RNCP20648;7580
RNCP20649;8486
RNCP20650;7995
RNCP20652;7429
RNCP20654;8000
RNCP20656;9332
RNCP20657;7391
RNCP20660;8444
RNCP20675/RNCP37962;9102
RNCP20682/RNCP37196;10413
RNCP20687/RNCP37963;7400
RNCP20689/RNCP37019;9313
RNCP20692;9002
RNCP20693/RNCP37375;7589
RNCP20696/RNCP37021;8730
RNCP20697/RNCP37020;8951
RNCP20698/RNCP37022;9711
RNCP20699;7531
RNCP20701;10230
RNCP20702;7661
RNCP20703/RNCP37665;8736
RNCP20706;10000
RNCP20807/RNCP38361;8979
RNCP20812;8668
RNCP2116/RNCP37060/RNCP39772;8970
RNCP2130/RNCP37507;5702
RNCP2144/RNCP36889;7501
RNCP2145;8936
RNCP21466/RNCP38404;7444
RNCP21523/RNCP37297;8650
RNCP2164;8468
RNCP21667/RNCP38127;9930
RNCP21684/RNCP39897;8802
RNCP21709/RNCP36389;7300
RNCP21730/RNCP36285;7910
RNCP21777/RNCP38029;8940
RNCP218/RNCP37546/RNCP39437;7600
RNCP21884/RNCP36729/RNCP38907;7155
RNCP21923;10500
RNCP21934/RNCP37072;8510
RNCP21942/RNCP36382;7695
RNCP21946/RNCP36298;7117
RNCP21947/RNCP37744;7602
RNCP21956;7304
RNCP22048;8210
RNCP22083;7605
RNCP22162/RNCP37683;10466
RNCP2219/RNCP38483;5754
RNCP22279/RNCP39005;6231
RNCP22352/RNCP36249;8376
RNCP22373/RNCP37126/RNCP39326;9183
RNCP22478/RNCP37960;7294
RNCP225/RNCP37681;6530
RNCP22514/RNCP38563;8993
RNCP2257/RNCP39673;6794
RNCP2261/RNCP38842;6615
RNCP2262;8599
RNCP2263/RNCP39683;4692
RNCP22689/RNCP37672;8267
RNCP2271/RNCP39681;6682
RNCP2272/RNCP38853;7720
RNCP2273;6794
RNCP22738;8407
RNCP2274/RNCP39679;8202
RNCP22741;8668
RNCP2276;5871
RNCP2277/RNCP39678;7544
RNCP2278/RNCP39674;7194
RNCP2280;7500
RNCP2281/RNCP39667;8138
RNCP2284;6961
RNCP2285/RNCP38852;7550
RNCP22850/RNCP37950;7794
RNCP2286/RNCP38851;11520
RNCP2287;7101
RNCP2288;7650
RNCP2289;7112
RNCP229;7667
RNCP2290;7650
RNCP2291/RNCP38346;8500
RNCP2292/RNCP38344;8500
RNCP22920;6630
RNCP22922/RNCP36097/RNCP39465;9300
RNCP2294;3550
RNCP2295;7317
RNCP2296;8082
RNCP22965/RNCP36416;8668
RNCP2299;7317
RNCP22990;6300
RNCP230/RNCP39707;9052
RNCP2300;7043
RNCP23000/RNCP36995;9090
RNCP23001/RNCP37816;7141
RNCP23012;10437
RNCP23013;9731
RNCP2302;7650
RNCP2303;5995
RNCP2304/RNCP39662;6447
RNCP2306/RNCP39666;5742
RNCP2307/RNCP39672;9225
RNCP23089;8753
RNCP23246/RNCP38084;9399
RNCP233/RNCP36176/RNCP38664;7916
RNCP23305;9078
RNCP23345/RNCP38998;8353
RNCP23347;8105
RNCP23456;8407
RNCP23500/RNCP37714;10218
RNCP23588/RNCP37558/RNCP38429;8311
RNCP23645;7826
RNCP23655;8128
RNCP23671/RNCP37865;8500
RNCP23680/RNCP36882/RNCP39390;7210
RNCP23681/RNCP36615/RNCP39253;7256
RNCP23692/RNCP38466;7786
RNCP23693;8800
RNCP23737/RNCP36326;9520
RNCP23745;5065
RNCP23827/RNCP36141;6982
RNCP23872/RNCP37082/RNCP39401;9084
RNCP23896;9535
RNCP23909;15000
RNCP23923/RNCP38357;11910
RNCP23932/RNCP36865;6156
RNCP23937/RNCP36390;7031
RNCP23939/RNCP37080;7550
RNCP23940;7810
RNCP24092/RNCP37116/RNCP39321;9000
RNCP24148;7915
RNCP24240/RNCP39823;6932
RNCP24412;8500
RNCP24420/RNCP38184;7222
RNCP24423/RNCP38186;7069
RNCP24424/RNCP39017;7300
RNCP24426/RNCP39018;7300
RNCP24428/RNCP38183;7969
RNCP24429/RNCP39696;8053
RNCP24430;8000
RNCP24432;9276
RNCP24433;8331
RNCP24434/RNCP39694;6535
RNCP24435/RNCP39023;7498
RNCP2444/RNCP37315/RNCP38762;6750
RNCP24440/RNCP38650;7092
RNCP24442/RNCP38651;6382
RNCP24461;5968
RNCP24462;7498
RNCP24464/RNCP39477;7498
RNCP24465/RNCP39695;7300
RNCP24466/RNCP39698;8397
RNCP24467/RNCP38692;7250
RNCP24468/RNCP38189;6387
RNCP24469;7833
RNCP24470;8000
RNCP24471;10189
RNCP24476/RNCP38343;7951
RNCP24480;9528
RNCP24481;6000
RNCP24508;8957
RNCP24511;6500
RNCP24513;8250
RNCP24514;8064
RNCP24516;6661
RNCP24518;7322
RNCP24519/RNCP38978;7833
RNCP24528/RNCP38701;8332
RNCP24529/RNCP38979;7630
RNCP24530/RNCP39517;6230
RNCP24531/RNCP39518;8700
RNCP24532;7866
RNCP24533/RNCP38975;8004
RNCP24535/RNCP38977;6991
RNCP24536/RNCP38976;8798
RNCP24537/RNCP39690;7800
RNCP24538/RNCP38980;7519
RNCP24601/RNCP37947;8303
RNCP2462;7400
RNCP24642/RNCP37557;8883
RNCP24650;8756
RNCP24652/RNCP38392;6980
RNCP24655/RNCP39938;9047
RNCP2466;10150
RNCP24662/RNCP38415;7979
RNCP24665/RNCP38414;7979
RNCP24666/RNCP38574;8688
RNCP2467;9000
RNCP2469/RNCP36247;8526
RNCP247/RNCP37275;8971
RNCP24703/RNCP37930/RNCP38729;6423
RNCP24712/RNCP38954;9500
RNCP2475;9485
RNCP24750/RNCP37244;5489
RNCP2476;10000
RNCP2478;6583
RNCP2479;7909
RNCP2480;7813
RNCP2481;8334
RNCP24815/RNCP38472;7213
RNCP24826/RNCP37811;6529
RNCP24842/RNCP38267;9615
RNCP24843;8500
RNCP24874/RNCP38273;10213
RNCP24907/RNCP38342;8900
RNCP24919/RNCP38311;9550
RNCP24921/RNCP37570;7523
RNCP24928/RNCP38386;5223
RNCP25005/RNCP36682;8335
RNCP2508;9620
RNCP25085/RNCP38390;6588
RNCP25086/RNCP38387;6291
RNCP25090/RNCP38388;5669
RNCP25091/RNCP38391;7062
RNCP25092/RNCP38876;15122
RNCP25109/RNCP38854;6210
RNCP25169/RNCP39173;7260
RNCP25171/RNCP39697;7750
RNCP25172;6750
RNCP25254/RNCP38717;8370
RNCP25255/RNCP38371;7552
RNCP25256;7618
RNCP25257;7604
RNCP25258;7653
RNCP2527;7825
RNCP25304;10750
RNCP25306/RNCP38855;5949
RNCP25353/RNCP38878;8829
RNCP2541;6392
RNCP25440/RNCP36419;11000
RNCP25448/RNCP36543;9684
RNCP25481/RNCP36295;7580
RNCP25508/RNCP38953;6489
RNCP25522/RNCP36842;8085
RNCP25574;8011
RNCP25645;7615
RNCP25670;7799
RNCP25672;7799
RNCP25673;7799
RNCP25678/RNCP37939/RNCP39169;9388
RNCP25699/RNCP36675/RNCP37353/RNCP39140;9050
RNCP25702;9300
RNCP25759;8668
RNCP25760;9532
RNCP25852;10139
RNCP25917/RNCP36420;9341
RNCP25929/RNCP38389;5994
RNCP26016/RNCP39467;7550
RNCP26030;7550
RNCP26070/RNCP36182;9846
RNCP26073/RNCP36180;9220
RNCP26108/RNCP37484/RNCP39304;8100
RNCP26123/RNCP36918;14646
RNCP26146/RNCP39844;7830
RNCP26193;8692
RNCP26240;6727
RNCP26279;8436
RNCP26280;7589
RNCP26324/RNCP36764;9047
RNCP26377/RNCP36271;8700
RNCP26449;6775
RNCP26501;7690
RNCP26602;9154
RNCP26612/RNCP37310;6705
RNCP26650/RNCP37553/RNCP38430;5767
RNCP26656;7667
RNCP26658;8292
RNCP26659;7630
RNCP26675;8407
RNCP26676;8045
RNCP26677;9723
RNCP26697/RNCP38638;9000
RNCP26699/RNCP39507;11154
RNCP26714/RNCP38536;11110
RNCP26726;8752
RNCP26730;8752
RNCP26732;7851
RNCP26734/RNCP37977;8508
RNCP26735;8935
RNCP26742/RNCP38902;4000
RNCP26746;7147
RNCP26755/RNCP37265;9137
RNCP26759/RNCP38111;8658
RNCP26779;7813
RNCP26797;7849
RNCP26821;8668
RNCP26827/RNCP36194;8668
RNCP26839/RNCP36286;8785
RNCP26842/RNCP36699;10973
RNCP26859/RNCP38860;9561
RNCP2687;9698
RNCP26876/RNCP38535;9000
RNCP2688;8375
RNCP2689;9682
RNCP26901/RNCP36368;6582
RNCP26912/RNCP36815;9015
RNCP26923/RNCP36892;10634
RNCP26943/RNCP37789;11202
RNCP26951/RNCP36225;8920
RNCP27028/RNCP36143;8556
RNCP27038;10230
RNCP2705/RNCP38884;14148
RNCP27050/RNCP36207;8668
RNCP27057/RNCP36905;6815
RNCP27095/RNCP36612;6000
RNCP27096/RNCP36643;8716
RNCP27124/RNCP36256;6133
RNCP2714/RNCP37598;12433
RNCP27158;7345
RNCP27165;8829
RNCP27217;6708
RNCP2729;9294
RNCP27302;7604
RNCP27307;10069
RNCP27327/RNCP36651/RNCP37982;6400
RNCP27329;6580
RNCP27333;7304
RNCP27334;7708
RNCP27336;6750
RNCP27347;7309
RNCP27362/RNCP38772;7695
RNCP27365/RNCP36534;6345
RNCP27369;6800
RNCP27467;8720
RNCP27473/RNCP38312;7650
RNCP27509/RNCP38278;7791
RNCP27510;7500
RNCP2775/RNCP37304;12952
RNCP27774/RNCP38880;6551
RNCP278/RNCP37872;8750
RNCP27812;7695
RNCP27820/RNCP36657;8690
RNCP27823/RNCP37163;9937
RNCP27831/RNCP36411;8242
RNCP27836/RNCP36399;6507
RNCP27905;6458
RNCP27934/RNCP36793;10044
RNCP27936/RNCP36102;9473
RNCP27956/RNCP37052/RNCP39741;6092
RNCP28048/RNCP38565;6467
RNCP2807;5900
RNCP28078;5810
RNCP28080/RNCP36109;7105
RNCP28086/RNCP37416;8500
RNCP28091/RNCP38261;8308
RNCP28092/RNCP37051;8255
RNCP28094/RNCP37326;14758
RNCP28098/RNCP36638;8960
RNCP28108;7589
RNCP28113/RNCP36730;14031
RNCP28128/RNCP37093;7519
RNCP28131;6300
RNCP28132/RNCP37823;5676
RNCP28133/RNCP37001;7396
RNCP28134/RNCP36532;7657
RNCP28151;7752
RNCP2817/RNCP37669;7722
RNCP28173/RNCP37066;7555
RNCP28176/RNCP36075;6770
RNCP28177/RNCP36706;7406
RNCP28191/RNCP36666/RNCP37748;6809
RNCP28192;11030
RNCP28204/RNCP39208;8423
RNCP28215/RNCP36914;8700
RNCP28216/RNCP36384;7726
RNCP28217;7101
RNCP28219;9157
RNCP28226/RNCP36489;10100
RNCP28280/RNCP37597/RNCP38752;10023
RNCP28285/RNCP37520;7650
RNCP28288/RNCP36241;7106
RNCP2829;8779
RNCP28291/RNCP36239;7232
RNCP28297/RNCP37538;7252
RNCP28312/RNCP37305;6270
RNCP2832/RNCP38423;9984
RNCP28329/RNCP38867;7700
RNCP2834/RNCP38409;6390
RNCP28349;8752
RNCP2835/RNCP37916;8759
RNCP28353;9540
RNCP2836/RNCP37917;7808
RNCP2840;8378
RNCP2841;7280
RNCP2842;6900
RNCP2846;7611
RNCP28462;8634
RNCP28557/RNCP39926;7875
RNCP28573;8560
RNCP28616/RNCP36962;8383
RNCP28644;10931
RNCP28646;11260
RNCP28661/RNCP36708;9853
RNCP28668/RNCP36462;11183
RNCP28669;6420
RNCP28675/RNCP38025;5414
RNCP2869;8760
RNCP2870;7700
RNCP28706/RNCP36226;7500
RNCP28709/RNCP36620;8100
RNCP2871;7813
RNCP28710/RNCP36621;9760
RNCP28711/RNCP36618;8460
RNCP28714/RNCP36735;8500
RNCP28716/RNCP36982;7865
RNCP28717/RNCP36740;7650
RNCP2872;7668
RNCP28740;7645
RNCP28741;12047
RNCP28743;7650
RNCP28749;7051
RNCP2875;7813
RNCP28751/RNCP36628;8546
RNCP28754/RNCP37506;8758
RNCP28755/RNCP36859;11046
RNCP2876;7700
RNCP28762/RNCP36880;9633
RNCP28763/RNCP37006;7700
RNCP28764/RNCP36933;7500
RNCP2877;7700
RNCP28771/RNCP36593;8407
RNCP28776/RNCP38460;6605
RNCP2879;7700
RNCP28799/RNCP37533;6566
RNCP28806/RNCP36954;5830
RNCP28808/RNCP36560;9500
RNCP28809/RNCP37604;6579
RNCP2882;7785
RNCP28876;9600
RNCP28878;8484
RNCP2889;8896
RNCP2890;7700
RNCP2891;7813
RNCP2893;8400
RNCP2895;9319
RNCP2897/RNCP36757;7700
RNCP2898;6244
RNCP2899;6000
RNCP2900;7813
RNCP2901;7819
RNCP29025/RNCP38232;5273
RNCP2903;8415
RNCP2905;7508
RNCP2906;7813
RNCP29069;7522
RNCP2908;7491
RNCP2911;7700
RNCP29115;8351
RNCP2914;7281
RNCP2915;8170
RNCP29158/RNCP39062;9000
RNCP2916;8582
RNCP2918;7813
RNCP29193/RNCP36748/RNCP37838;7695
RNCP2920;8520
RNCP2921;11900
RNCP29211;8005
RNCP2922;9173
RNCP2923;9650
RNCP2924;7813
RNCP29240/RNCP38329;7531
RNCP29244/RNCP37588/RNCP39161;9000
RNCP2925;9000
RNCP29257/RNCP38093;7090
RNCP29259/RNCP38077;7070
RNCP2926;10000
RNCP29262/RNCP38403;8005
RNCP29267/RNCP38316;8258
RNCP2927;8046
RNCP29276/RNCP39145;9183
RNCP29277/RNCP39146;7300
RNCP29278/RNCP39147;9148
RNCP29303;8436
RNCP29322/RNCP39144;10500
RNCP29329/RNCP38408;10000
RNCP2934;7101
RNCP2936;7700
RNCP2937;8215
RNCP29378/RNCP36080;8500
RNCP29394;8177
RNCP29409;7920
RNCP2942;7700
RNCP29425;8449
RNCP29426/RNCP36916;8526
RNCP2943;7700
RNCP29431/RNCP37169;7010
RNCP29433;7292
RNCP2944;10000
RNCP29441;9081
RNCP29442/RNCP38608;7887
RNCP2945;7700
RNCP29460/RNCP37262;10000
RNCP29485/RNCP36421;8160
RNCP29497;7604
RNCP29537;5650
RNCP29548/RNCP36073;8775
RNCP29550/RNCP37266;6543
RNCP29564;8300
RNCP29631;7200
RNCP29638;5115
RNCP29642;6204
RNCP29655;6840
RNCP29656;5678
RNCP29671;9000
RNCP29700;6335
RNCP29701;6885
RNCP29717/RNCP37157;17406
RNCP29719;7920
RNCP29720;9552
RNCP29733;7984
RNCP29740;7700
RNCP29742;7603
RNCP29744;7668
RNCP29746;8455
RNCP29757;6260
RNCP29762;9222
RNCP29764;6573
RNCP29776;7100
RNCP29778;9348
RNCP29783/RNCP39812;8182
RNCP29791;6931
RNCP29792;7000
RNCP29796;7700
RNCP29798;7688
RNCP298/RNCP36650;7618
RNCP29805;7012
RNCP29806;6720
RNCP29811;8374
RNCP29816/RNCP36616;7210
RNCP29818;9475
RNCP29837/RNCP36909;9000
RNCP29842/RNCP37068;7570
